Scope	Category	Source	Domain	Date
Local	Entertainment	https://www.thereporterethiopia.com/content/kana-launches-two-new-shows	www.thereporterethiopia.com	2016-11-05
Local	Entertainment	https://www.thereporterethiopia.com/content/kana-launches-two-new-shows	www.thereporterethiopia.com	2016-11-05
Local	Entertainment	https://www.thereporterethiopia.com/content/king-ethiopian-saxophone-passes-age-81	www.thereporterethiopia.com	2016-04-09
Local	Entertainment	https://www.thereporterethiopia.com/content/king-ethiopian-saxophone-passes-age-81	www.thereporterethiopia.com	2016-04-09
Local	Entertainment	https://www.thereporterethiopia.com/content/king-ethiopian-saxophone-passes-age-81	www.thereporterethiopia.com	2016-04-09
Local	Entertainment	https://www.thereporterethiopia.com/content/worlds-oldest-art-studio-found-ethiopian-cave	www.thereporterethiopia.com	2017-06-17
Local	Entertainment	https://www.thereporterethiopia.com/content/worlds-oldest-art-studio-found-ethiopian-cave	www.thereporterethiopia.com	2017-06-17
Local	Entertainment	https://www.thereporterethiopia.com/content/worlds-oldest-art-studio-found-ethiopian-cave	www.thereporterethiopia.com	2017-06-17
Local	Entertainment	https://www.thereporterethiopia.com/content/peregrinate-modern-art-museum-gebrekirstos-desta-center	www.thereporterethiopia.com	2016-04-30
Local	Entertainment	https://www.thereporterethiopia.com/content/peregrinate-modern-art-museum-gebrekirstos-desta-center	www.thereporterethiopia.com	2016-04-30
Local	Entertainment	https://www.thereporterethiopia.com/article/asian-pacific-film-festival-kicks	www.thereporterethiopia.com	2018-09-22
Local	Entertainment	https://www.thereporterethiopia.com/article/asian-pacific-film-festival-kicks	www.thereporterethiopia.com	2018-09-22
Local	Entertainment	https://www.ena.et/en/?p=24417	www.ena.et	2021-05-17
Local	Entertainment	https://www.ena.et/en/?p=24417	www.ena.et	2021-05-17
Local	Art and Culture	https://www.thereporterethiopia.com/article/halloween-addis-conformity-or-means-profit	www.thereporterethiopia.com	2021-10-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/halloween-addis-conformity-or-means-profit	www.thereporterethiopia.com	2021-10-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/halloween-addis-conformity-or-means-profit	www.thereporterethiopia.com	2021-10-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/halloween-addis-conformity-or-means-profit	www.thereporterethiopia.com	2021-10-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/shedding-light-museums	www.thereporterethiopia.com	2020-01-25
Local	Art and Culture	https://www.thereporterethiopia.com/article/shedding-light-museums	www.thereporterethiopia.com	2020-01-25
Local	Art and Culture	https://www.thereporterethiopia.com/article/reliving-adwa-tracing-footsteps-patriots	www.thereporterethiopia.com	2019-03-02
Local	Art and Culture	https://www.thereporterethiopia.com/article/reliving-adwa-tracing-footsteps-patriots	www.thereporterethiopia.com	2019-03-02
Local	Art and Culture	https://www.thereporterethiopia.com/article/abstract-art-let-shades-canvasspeak	www.thereporterethiopia.com	2019-03-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/abstract-art-let-shades-canvasspeak	www.thereporterethiopia.com	2019-03-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/abstract-art-let-shades-canvasspeak	www.thereporterethiopia.com	2019-03-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/abstract-art-let-shades-canvasspeak	www.thereporterethiopia.com	2019-03-30
Local	Art and Culture	https://www.thereporterethiopia.com/article/asmarino-coffee-artist	www.thereporterethiopia.com	2018-11-10
Local	Art and Culture	https://www.thereporterethiopia.com/article/asmarino-coffee-artist	www.thereporterethiopia.com	2018-11-10
Local	Art and Culture	https://www.thereporterethiopia.com/article/asmarino-coffee-artist	www.thereporterethiopia.com	2018-11-10
Local	Art and Culture	https://www.thereporterethiopia.com/article/musical-creativity-fendika	www.thereporterethiopia.com	2018-06-16
Local	Art and Culture	https://www.thereporterethiopia.com/article/musical-creativity-fendika	www.thereporterethiopia.com	2018-06-16
Local	Art and Culture	https://www.thereporterethiopia.com/article/musical-creativity-fendika	www.thereporterethiopia.com	2018-06-16
Local	Art and Culture	https://www.thereporterethiopia.com/content/big-hair-don%E2%80%99t-care-untangled-millennials-addis	www.thereporterethiopia.com	2017-02-25
Local	Art and Culture	https://www.thereporterethiopia.com/content/big-hair-don%E2%80%99t-care-untangled-millennials-addis	www.thereporterethiopia.com	2017-02-25
Local	Art and Culture	https://www.thereporterethiopia.com/content/big-hair-don%E2%80%99t-care-untangled-millennials-addis	www.thereporterethiopia.com	2017-02-25
Local	Art and Culture	https://www.thereporterethiopia.com/content/big-hair-don%E2%80%99t-care-untangled-millennials-addis	www.thereporterethiopia.com	2017-02-25
Local	Art and Culture	https://www.thereporterethiopia.com/content/yezare-abebawoch-yenege-frewoch	www.thereporterethiopia.com	2017-08-05
Local	Art and Culture	https://www.thereporterethiopia.com/content/yezare-abebawoch-yenege-frewoch	www.thereporterethiopia.com	2017-08-05
Local	Art and Culture	https://www.thereporterethiopia.com/content/yezare-abebawoch-yenege-frewoch	www.thereporterethiopia.com	2017-08-05
Local	Art and Culture	https://www.thereporterethiopia.com/content/skating-away-addis	www.thereporterethiopia.com	2016-05-30
Local	Art and Culture	https://www.thereporterethiopia.com/content/skating-away-addis	www.thereporterethiopia.com	2016-05-30
Local	Art and Culture	https://www.thereporterethiopia.com/content/skating-away-addis	www.thereporterethiopia.com	2016-05-30
Local	Art and Culture	https://www.thereporterethiopia.com/content/art-goes-street	www.thereporterethiopia.com	2016-04-09
Local	Art and Culture	https://www.thereporterethiopia.com/content/art-goes-street	www.thereporterethiopia.com	2016-04-09
Local	Art and Culture	https://www.thereporterethiopia.com/content/art-goes-street	www.thereporterethiopia.com	2016-04-09
Local	Art and Culture	https://www.thereporterethiopia.com/content/art-goes-street	www.thereporterethiopia.com	2016-04-09
Local	Business and Economy	https://www.fanabc.com/english/export-of-manufactured-goods-nearly-achieves-target/	www.fanabc.com	2021-11-03
Local	Business and Economy	https://www.fanabc.com/english/export-of-manufactured-goods-nearly-achieves-target/	www.fanabc.com	2021-11-03
Local	Business and Economy	https://www.fanabc.com/english/ethiopian-airlines-djibouti-free-zone-launch-sea-air-cargo-operation/	www.fanabc.com	2021-10-29
Local	Business and Economy	https://www.fanabc.com/english/ethiopian-airlines-djibouti-free-zone-launch-sea-air-cargo-operation/	www.fanabc.com	2021-10-29
Local	Business and Economy	https://www.fanabc.com/english/usaid-awash-bank-partnership-expands-6-4m-in-credit-opportunities-to-agriculture-enterprises-in-ethiopia/	www.fanabc.com	2019-12-17
Local	Business and Economy	https://www.fanabc.com/english/usaid-awash-bank-partnership-expands-6-4m-in-credit-opportunities-to-agriculture-enterprises-in-ethiopia/	www.fanabc.com	2019-12-17
Local	Business and Economy	https://www.fanabc.com/english/revenues-minister-meets-with-chinese-state-taxation-administration-minister/	www.fanabc.com	2019-12-19
Local	Business and Economy	https://www.fanabc.com/english/revenues-minister-meets-with-chinese-state-taxation-administration-minister/	www.fanabc.com	2019-12-19
Local	Business and Economy	https://www.fanabc.com/english/chinese-2nd-largest-textile-company-to-invest-65m-in-ethiopia/	www.fanabc.com	2020-01-08
Local	Business and Economy	https://www.fanabc.com/english/chinese-2nd-largest-textile-company-to-invest-65m-in-ethiopia/	www.fanabc.com	2020-01-08
Local	Business and Economy	https://www.fanabc.com/english/chinese-2nd-largest-textile-company-to-invest-65m-in-ethiopia/	www.fanabc.com	2020-01-08
Local	Business and Economy	https://www.fanabc.com/english/ethiopia-kuwait-discuss-draft-mou-on-labour-employment/	www.fanabc.com	2020-01-23
Local	Business and Economy	https://www.fanabc.com/english/ethiopia-kuwait-discuss-draft-mou-on-labour-employment/	www.fanabc.com	2020-01-23
Local	Business and Economy	https://www.fanabc.com/english/ethiopia-kuwait-discuss-draft-mou-on-labour-employment/	www.fanabc.com	2020-01-23
Local	Business and Economy	https://www.fanabc.com/english/ethiopian-managing-covid-19-induced-economic-crisis-ceo/	www.fanabc.com	2020-04-16
Local	Business and Economy	https://www.fanabc.com/english/ethiopian-managing-covid-19-induced-economic-crisis-ceo/	www.fanabc.com	2020-04-16
Local	Business and Economy	https://www.ena.et/en/?p=92	www.ena.et	2018-04-27
Local	Business and Economy	https://www.ena.et/en/?p=92	www.ena.et	2018-04-27
Local	Business and Economy	https://www.ena.et/en/?p=201	www.ena.et	2018-05-05
Local	Business and Economy	https://www.ena.et/en/?p=201	www.ena.et	2018-05-05
Local	Business and Economy	https://www.ena.et/en/?p=5257	www.ena.et	2019-01-02
Local	Business and Economy	https://www.ena.et/en/?p=5257	www.ena.et	2019-01-02
Local	Politics	https://www.thereporterethiopia.com/content/govt-reluctant-significantly-adjusting-petroleum-price	www.thereporterethiopia.com	2016-02-27
Local	Politics	https://www.thereporterethiopia.com/content/govt-reluctant-significantly-adjusting-petroleum-price	www.thereporterethiopia.com	2016-02-27
Local	Politics	https://www.thereporterethiopia.com/content/governance-stake	www.thereporterethiopia.com	2015-11-26
Local	Politics	https://www.thereporterethiopia.com/content/governance-stake	www.thereporterethiopia.com	2015-11-26
Local	Politics	https://www.thereporterethiopia.com/content/establishing-attorney-general-reconstructing-justice-system-or-heralding-new-one	www.thereporterethiopia.com	2015-11-26
Local	Politics	https://www.thereporterethiopia.com/content/establishing-attorney-general-reconstructing-justice-system-or-heralding-new-one	www.thereporterethiopia.com	2015-11-26
Local	Politics	https://www.thereporterethiopia.com/content/establishing-attorney-general-reconstructing-justice-system-or-heralding-new-one	www.thereporterethiopia.com	2015-11-26
Local	Politics	https://www.thereporterethiopia.com/content/mps-raise-concerns-external-debt-repayment-capacity	www.thereporterethiopia.com	2016-12-17
Local	Politics	https://www.thereporterethiopia.com/content/mps-raise-concerns-external-debt-repayment-capacity	www.thereporterethiopia.com	2016-12-17
Local	Politics	https://www.thereporterethiopia.com/content/pm-defends-federal-system-amid-ethnic-conflicts	www.thereporterethiopia.com	2017-03-18
Local	Politics	https://www.thereporterethiopia.com/content/pm-defends-federal-system-amid-ethnic-conflicts	www.thereporterethiopia.com	2017-03-18
Local	Politics	https://www.thereporterethiopia.com/article/pm-abiys-day-opposition	www.thereporterethiopia.com	2018-12-01
Local	Politics	https://www.thereporterethiopia.com/article/pm-abiys-day-opposition	www.thereporterethiopia.com	2018-12-01
Local	Politics	https://www.thereporterethiopia.com/article/ethiopia-provides-support-south-sudans-army	www.thereporterethiopia.com	2019-10-19
Local	Politics	https://www.thereporterethiopia.com/article/ethiopia-provides-support-south-sudans-army	www.thereporterethiopia.com	2019-10-19
Local	Politics	https://www.thereporterethiopia.com/article/undp-makes-usd-9m-procurement-2020-polls	www.thereporterethiopia.com	2019-12-23
Local	Politics	https://www.thereporterethiopia.com/article/undp-makes-usd-9m-procurement-2020-polls	www.thereporterethiopia.com	2019-12-23
Local	Politics	https://www.thereporterethiopia.com/article/parliament-requests-immediate-report-continuous-deaths-metekel-zone	www.thereporterethiopia.com	2020-12-24
Local	Politics	https://www.thereporterethiopia.com/article/parliament-requests-immediate-report-continuous-deaths-metekel-zone	www.thereporterethiopia.com	2020-12-24
Local	Politics	https://www.fanabc.com/english/house-approves-the-state-of-emergency/	www.fanabc.com	2021-11-04
Local	Politics	https://www.fanabc.com/english/house-approves-the-state-of-emergency/	www.fanabc.com	2021-11-04
Local	Environment	https://www.ena.et/en/?p=478	www.ena.et	2018-05-22
Local	Environment	https://www.ena.et/en/?p=478	www.ena.et	2018-05-22
Local	Environment	https://www.ena.et/en/?p=3557	www.ena.et	2018-10-08
Local	Environment	https://www.ena.et/en/?p=6618	www.ena.et	2019-03-08
Local	Environment	https://www.ena.et/en/?p=6618	www.ena.et	2019-03-08
Local	Environment	https://www.ena.et/en/?p=6343	www.ena.et	2019-02-22
Local	Environment	https://www.ena.et/en/?p=6343	www.ena.et	2019-02-22
Local	Environment	https://www.ena.et/en/?p=7191	www.ena.et	2019-04-05
Local	Environment	https://www.ena.et/en/?p=7191	www.ena.et	2019-04-05
Local	Environment	https://www.ena.et/en/?p=18149	www.ena.et	2020-11-02
Local	Environment	https://www.ena.et/en/?p=18149	www.ena.et	2020-11-02
Local	Environment	https://www.ena.et/en/?p=20201	www.ena.et	2020-01-01
Local	Environment	https://www.ena.et/en/?p=20201	www.ena.et	2020-01-01
Local	Environment	https://www.ena.et/en/?p=25222	www.ena.et	2021-06-08
Local	Environment	https://www.ena.et/en/?p=25222	www.ena.et	2021-06-08
Local	Environment	https://www.ena.et/en/?p=28109	www.ena.et	2021-09-05
Local	Environment	https://www.ena.et/en/?p=28109	www.ena.et	2021-09-05
Local	Environment	https://www.ena.et/en/?p=28605	www.ena.et	2021-09-20
Local	Environment	https://www.ena.et/en/?p=28605	www.ena.et	2021-09-20
Local	Science and Technology	https://www.ena.et/en/?p=403	www.ena.et	2018-05-18
Local	Science and Technology	https://www.ena.et/en/?p=403	www.ena.et	2018-05-18
Local	Science and Technology	https://www.ena.et/en/?p=1677	www.ena.et	2018-07-02
Local	Science and Technology	https://www.ena.et/en/?p=1677	www.ena.et	2018-07-02
Local	Science and Technology	https://www.ena.et/en/?p=11174	www.ena.et	2012-12-09
Local	Science and Technology	https://www.ena.et/en/?p=11174	www.ena.et	2012-12-09
Local	Science and Technology	https://www.ena.et/en/?p=11025	www.ena.et	2019-11-29
Local	Science and Technology	https://www.ena.et/en/?p=11025	www.ena.et	2019-11-29
Local	Science and Technology	https://www.ena.et/en/?p=10630	www.ena.et	2019-11-08
Local	Science and Technology	https://www.ena.et/en/?p=10630	www.ena.et	2019-11-08
Local	Science and Technology	https://www.ena.et/en/?p=15415	www.ena.et	2020-06-21
Local	Science and Technology	https://www.ena.et/en/?p=15415	www.ena.et	2020-06-21
Local	Science and Technology	https://www.ena.et/en/?p=18383	www.ena.et	2020-11-10
Local	Science and Technology	https://www.ena.et/en/?p=18383	www.ena.et	2020-11-10
Local	Science and Technology	https://www.ena.et/en/?p=19278	www.ena.et	2020-12-03
Local	Science and Technology	https://www.ena.et/en/?p=19278	www.ena.et	2020-12-03
Local	Science and Technology	https://www.ena.et/en/?p=27949	www.ena.et	2021-09-01
Local	Science and Technology	https://www.ena.et/en/?p=27949	www.ena.et	2021-09-01
Local	Science and Technology	https://www.ena.et/en/?p=29904	www.ena.et	2021-10-27
Local	Science and Technology	https://www.ena.et/en/?p=29904	www.ena.et	2021-10-27
Local	Health	https://waltainfo.com/ministry-of-health-signs-trilateral-agreement-with-iaea-caea/	www.waltainfo.com	2021-08-20
Local	Health	https://waltainfo.com/ministry-of-health-signs-trilateral-agreement-with-iaea-caea/	www.waltainfo.com	2021-08-20
Local	Health	https://waltainfo.com/ethiopian-health-minister-meets-with-us-cdc-country-director/	www.waltainfo.com	2021-07-16
Local	Health	https://waltainfo.com/ethiopian-health-minister-meets-with-us-cdc-country-director/	www.waltainfo.com	2021-07-16
